,memberID,date,amount
916,L101479,2022-03-09,1089
917,L100550,2022-03-09,635
918,L102358,2022-03-09,1542
919,L103266,2022-03-09,1120
920,L100560,2022-03-09,2309
921,L101746,2022-03-09,867
922,L101722,2022-03-09,1037
923,L103292,2022-03-09,853
924,L102377,2022-03-10,642
925,L102048,2022-03-10,678
926,L102022,2022-03-10,383
927,L103246,2022-03-10,947
928,L101449,2022-03-10,177
929,L102168,2022-03-10,551
930,L101427,2022-03-10,334
931,L101697,2022-03-10,1266
932,L100823,2022-03-10,827
933,L100560,2022-03-10,2379
934,L100589,2022-03-10,1304
935,L101695,2022-03-10,1303
936,L102644,2022-03-10,709
937,L103292,2022-03-10,859
938,L100534,2022-03-10,1129
939,L103297,2022-03-10,1138
940,L103457,2022-03-10,1301
941,L102644,2022-03-11,793
942,L100513,2022-03-11,1626
943,L101139,2022-03-11,1451
944,L100560,2022-03-11,2375
945,L103461,2022-03-11,1160
946,L101474,2022-03-11,97
947,L102038,2022-03-11,1127
948,L100552,2022-03-11,604
950,L101462,2022-03-11,607
951,L100812,2022-03-11,547
952,L100572,2022-03-11,1210
953,L102366,2022-03-11,546
954,L100811,2022-03-11,1116
955,L100573,2022-03-11,1343
956,L102018,2022-03-11,626
957,L101723,2022-03-11,1280
958,L102620,2022-03-12,1221
959,L101735,2022-03-12,1061
960,L101730,2022-03-12,1445
961,L101709,2022-03-12,709
962,L102168,2022-03-12,715
963,L101455,2022-03-12,1323
964,L100564,2022-03-12,1397
965,L101135,2022-03-12,826
966,L101441,2022-03-12,1350
967,L102365,2022-03-12,697
968,L102635,2022-03-12,601
969,L101480,2022-03-12,937
970,L101442,2022-03-12,1178
971,L102351,2022-03-12,542
972,L103268,2022-03-12,797
973,L103477,2022-03-13,1187
974,L103454,2022-03-13,1366
975,L102168,2022-03-13,538
976,L100547,2022-03-13,368
977,L101126,2022-03-13,1242
978,L100539,2022-03-13,1169
979,L101458,2022-03-13,589
980,L102006,2022-03-14,1140
981,L103237,2022-03-14,848
982,L101736,2022-03-14,905
983,L102154,2022-03-14,434
984,L103282,2022-03-14,1307
985,L101142,2022-03-14,537
986,L102641,2022-03-14,240
987,L100508,2022-03-14,171
988,L101415,2022-03-14,711
989,L101731,2022-03-14,1201
990,L103294,2022-03-14,892
991,L102626,2022-03-14,660
992,L102636,2022-03-14,1662
993,L100811,2022-03-14,1384
994,L100533,2022-03-15,687
995,L103301,2022-03-15,1572
996,L100541,2022-03-15,651
997,L101426,2022-03-15,1620
998,L102167,2022-03-15,414
1000,L103213,2022-03-15,675
1001,L100179,2022-03-15,1148
1002,L100553,2022-03-15,1143
1003,L101984,2022-03-15,660
1004,L101726,2022-03-15,13
1005,L100561,2022-03-15,852
1006,L100572,2022-03-15,1174
1007,L101444,2022-03-15,578
1008,L100824,2022-03-15,1326
1009,L103474,2022-03-15,535
1010,L101155,2022-03-16,902
1011,L101746,2022-03-16,959
1012,L100168,2022-03-16,1031
1013,L102009,2022-03-16,740
1014,L103481,2022-03-16,1216
1015,L102037,2022-03-16,1025
1016,L103303,2022-03-17,1001
1017,L100177,2022-03-17,1225
1018,L101158,2022-03-17,719
1019,L103302,2022-03-17,818
1020,L101728,2022-03-17,369
1021,L102815,2022-03-17,1320
1022,L101154,2022-03-17,856
1023,L100828,2022-03-17,734
1024,L101408,2022-03-17,1468
1025,L102015,2022-03-18,801
1026,L103278,2022-03-18,939
1027,L103212,2022-03-18,1180
1028,L102335,2022-03-18,688
1029,L103234,2022-03-18,1450
1030,L100573,2022-03-18,1687
1031,L100183,2022-03-18,1055
1032,L100540,2022-03-18,1498
1033,L100529,2022-03-18,1098
1034,L101727,2022-03-18,1360
1035,L102176,2022-03-18,1081
1036,L103480,2022-03-18,1646
1037,L101412,2022-03-18,473
1038,L102353,2022-03-18,1322
1039,L102169,2022-03-18,401
1040,L100583,2022-03-19,906
1041,L101729,2022-03-19,110
1042,L102020,2022-03-19,754
1043,L101408,2022-03-19,1244
1044,L100525,2022-03-19,1018
1045,L101484,2022-03-19,1315
1046,L101697,2022-03-19,1333
1047,L100557,2022-03-19,250
1048,L103294,2022-03-19,1104
1049,L102643,2022-03-19,839
1050,L100173,2022-03-20,1359
1051,L102158,2022-03-20,600
1052,L103213,2022-03-20,361
1053,L103446,2022-03-20,1250
1054,L100584,2022-03-20,1162
1055,L101697,2022-03-20,1425
1056,L101159,2022-03-20,1165
1057,L102347,2022-03-20,687
1058,L101135,2022-03-20,687
1059,L102144,2022-03-20,850
1060,L101482,2022-03-20,1465
1061,L100175,2022-03-20,484
1062,L101472,2022-03-21,3
1063,L100169,2022-03-21,870
1064,L103473,2022-03-21,1060
1065,L103303,2022-03-21,1182
1066,L103273,2022-03-21,666
1067,L102141,2022-03-21,1077
1068,L102154,2022-03-21,535
1069,L102032,2022-03-21,684
1070,L102364,2022-03-21,1181
1071,L101733,2022-03-21,1044
1072,L100827,2022-03-21,707
1073,L103272,2022-03-21,167
1074,L101740,2022-03-21,487
1075,L102168,2022-03-21,667
1076,L101470,2022-03-21,973
1077,L100508,2022-03-22,251
1078,L101445,2022-03-22,617
1079,L101127,2022-03-22,400
1080,L102162,2022-03-22,1112
1081,L101979,2022-03-22,1124
1082,L100809,2022-03-22,1336
1083,L103270,2022-03-22,658
1084,L103248,2022-03-22,1292
1085,L102352,2022-03-22,353
1086,L102031,2022-03-22,1496
1087,L102042,2022-03-22,682
1088,L102340,2022-03-22,1403
1089,L103282,2022-03-22,1240
1090,L102019,2022-03-22,352
1091,L101157,2022-03-23,200
1092,L101160,2022-03-23,1399
1093,L103451,2022-03-23,1466
1094,L101148,2022-03-23,486
1095,L103456,2022-03-23,1801
1096,L102348,2022-03-23,730
1097,L100509,2022-03-23,836
1098,L101737,2022-03-23,860
1099,L101131,2022-03-23,829
1100,L102820,2022-03-23,1340
1101,L101982,2022-03-24,871
1102,L101994,2022-03-24,779
1103,L101699,2022-03-24,1020
1104,L100180,2022-03-24,1147
1105,L101732,2022-03-24,945
1106,L100570,2022-03-24,1316
1107,L102041,2022-03-24,1024
1108,L100814,2022-03-24,275
1109,L101147,2022-03-24,615
1110,L100536,2022-03-24,1628
1111,L102817,2022-03-24,676
1112,L100585,2022-03-24,831
1113,L102823,2022-03-25,914
1114,L103473,2022-03-25,830
1115,L101431,2022-03-25,554
1116,L102147,2022-03-25,983
1118,L102350,2022-03-25,453
1119,L101427,2022-03-25,616
1120,L102642,2022-03-25,862
1121,L100817,2022-03-25,307
1122,L102365,2022-03-25,804
1123,L102816,2022-03-25,346
1124,L102009,2022-03-25,570
1125,L100590,2022-03-25,791
1126,L101155,2022-03-26,648
1127,L100514,2022-03-26,1099
1128,L101728,2022-03-26,457
1129,L100506,2022-03-26,704
1130,L100541,2022-03-26,850
1131,L102645,2022-03-26,924
1132,L100521,2022-03-26,802
1133,L101120,2022-03-26,1216
1134,L102146,2022-03-26,442
1136,L102002,2022-03-26,1082
1137,L100816,2022-03-26,1503
1138,L102621,2022-03-26,131
1139,L101135,2022-03-27,785
1140,L103215,2022-03-27,847
1141,L103297,2022-03-27,1298
1142,L103452,2022-03-27,999
1143,L100818,2022-03-27,828
1144,L101147,2022-03-27,412
1145,L101746,2022-03-27,802
1146,L102626,2022-03-27,591
1147,L102048,2022-03-27,622
1148,L102042,2022-03-27,652
1149,L101407,2022-03-27,1131
1150,L103268,2022-03-27,580
1151,L100807,2022-03-27,483
1152,L100585,2022-03-27,789
1153,L102629,2022-03-27,861
1154,L101415,2022-03-27,718
1155,L100552,2022-03-27,633
1156,L101139,2022-03-27,1396
1157,L101726,2022-03-28,68
1158,L102149,2022-03-28,1299
1159,L101430,2022-03-28,1334
1160,L102326,2022-03-28,1002
1161,L101156,2022-03-28,996
1162,L100547,2022-03-28,559
1163,L100561,2022-03-28,978
1164,L101701,2022-03-28,515
1165,L101448,2022-03-28,947
1166,L100550,2022-03-28,979
1167,L101478,2022-03-28,1880
1168,L101147,2022-03-28,353
1169,L102146,2022-03-29,561
1170,L100574,2022-03-29,1001
1171,L100812,2022-03-29,410
1172,L103259,2022-03-29,1487
1173,L101476,2022-03-29,1119
1174,L102150,2022-03-29,1000
1175,L101426,2022-03-29,1369
1176,L101455,2022-03-29,1205
1177,L100515,2022-03-29,1156
1178,L103292,2022-03-29,1180
1179,L101716,2022-03-29,805
1180,L102030,2022-03-29,1003
1181,L103483,2022-03-29,927
1182,L101434,2022-03-29,577
1183,L101461,2022-03-30,772
1184,L102013,2022-03-30,278
1185,L101424,2022-03-30,1968
1186,L100817,2022-03-30,276
1187,L102157,2022-03-30,638
1188,L100590,2022-03-30,881
1189,L103233,2022-03-30,1032
1190,L100525,2022-03-30,826
1191,L100514,2022-03-30,845
1192,L102359,2022-03-30,651
1193,L103253,2022-03-30,1616
1194,L102034,2022-03-30,1205
1195,L102168,2022-03-31,660
1196,L101117,2022-03-31,2088
1197,L101979,2022-03-31,838
1198,L102355,2022-03-31,1347
1199,L102647,2022-03-31,483
1200,L103294,2022-03-31,1130
1201,L100504,2022-03-31,1792
1202,L101735,2022-03-31,1189
1203,L101479,2022-03-31,879
1204,L101738,2022-03-31,1437
1205,L102022,2022-03-31,441
1206,L101428,2022-03-31,1119
1207,L102626,2022-03-31,787
1208,L102154,2022-03-31,230
1209,L101744,2022-03-31,815
1210,L101113,2022-03-31,1361
1211,L100506,2022-03-31,699
1212,L102045,2022-04-01,1037
1213,L101131,2022-04-01,769
1214,L100822,2022-04-01,349
1215,L100807,2022-04-01,459
1216,L101448,2022-04-01,989
1217,L101461,2022-04-01,825
1218,L100184,2022-04-01,1399
1219,L100814,2022-04-01,140
1220,L100808,2022-04-01,672
1221,L101427,2022-04-01,458
1222,L102177,2022-04-01,982
1223,L100522,2022-04-01,652
1224,L101414,2022-04-01,1111
1225,L103273,2022-04-01,668
1226,L100177,2022-04-01,1138
1228,L102018,2022-04-01,862
1229,L101733,2022-04-01,1111
1230,L102016,2022-04-01,634
1231,L101459,2022-04-01,736
1232,L102816,2022-04-02,416
1233,L101709,2022-04-02,694
1234,L101729,2022-04-02,131
1235,L103289,2022-04-02,1397
1236,L101159,2022-04-02,1157
1237,L102169,2022-04-02,226
1238,L103217,2022-04-02,1158
1239,L101701,2022-04-02,639
1240,L101446,2022-04-02,616
1241,L100516,2022-04-02,937
1242,L103239,2022-04-02,958
1243,L102158,2022-04-02,682
1244,L101479,2022-04-02,811
1245,L103229,2022-04-02,798
1246,L100793,2022-04-02,789
1247,L101484,2022-04-02,1327
1248,L101736,2022-04-03,698
1249,L100564,2022-04-03,1292
1250,L100550,2022-04-03,919
1251,L103217,2022-04-03,1259
1252,L100541,2022-04-03,865
1253,L101469,2022-04-03,1253
1254,L101479,2022-04-03,1020
1255,L102334,2022-04-03,1496
1256,L103444,2022-04-03,939
1257,L102156,2022-04-03,1140
1258,L100583,2022-04-03,763
1260,L101992,2022-04-03,1381
1261,L102009,2022-04-03,658
1262,L101711,2022-04-03,359
1263,L103243,2022-04-03,1450
1264,L100555,2022-04-03,1232
1265,L103477,2022-04-03,1152
1266,L100827,2022-04-03,727
1267,L102050,2022-04-03,674
1268,L101715,2022-04-04,812
1269,L101986,2022-04-04,751
1270,L103484,2022-04-04,662
1272,L103245,2022-04-04,1012
1273,L103234,2022-04-04,1517
1274,L103443,2022-04-04,740
1275,L101702,2022-04-04,1785
1276,L103268,2022-04-04,638
1277,L102814,2022-04-04,1228
1278,L103260,2022-04-04,224
1279,L102377,2022-04-04,741
1280,L100812,2022-04-04,439
1281,L102624,2022-04-04,1071
1282,L102348,2022-04-04,823
1284,L101465,2022-04-04,1166
1285,L101413,2022-04-04,1247
1286,L100573,2022-04-04,1498
1287,L101462,2022-04-04,654
1288,L101440,2022-04-04,1089
1289,L101728,2022-04-04,448
1290,L102598,2022-04-05,1002
1291,L100500,2022-04-05,481
1292,L102808,2022-04-05,1476
1293,L100485,2022-04-05,672
1294,L100501,2022-04-05,415
1295,L103211,2022-04-05,531
1296,L101083,2022-04-05,976
1297,L103204,2022-04-05,892
1298,L103198,2022-04-05,1310
1299,L103199,2022-04-05,1156
1300,L103197,2022-04-05,804
1301,L102807,2022-04-05,555
1302,L103203,2022-04-05,1352
1303,L103190,2022-04-05,990
1304,L103193,2022-04-05,742
1305,L102801,2022-04-05,1043
1306,L103194,2022-04-05,1149
1307,L103195,2022-04-05,787
1308,L103192,2022-04-05,1198
1309,L101082,2022-04-05,1049
1310,L102802,2022-04-05,1031
1311,L103201,2022-04-05,742
1312,L103191,2022-04-05,1667
1313,L103196,2022-04-05,1071
1314,L100478,2022-04-05,1100
1315,L103202,2022-04-05,1232
1316,L102803,2022-04-05,945
1317,L102804,2022-04-05,901
1318,L100502,2022-04-05,987
1319,L102805,2022-04-05,1105
1321,L100486,2022-04-05,978
1322,L100503,2022-04-05,1587
1323,L100487,2022-04-05,599
1324,L102806,2022-04-05,245
1325,L100488,2022-04-05,1058
1326,L100499,2022-04-05,1120
1327,L103180,2022-04-05,1222
1328,L100479,2022-04-05,1258
1329,L103208,2022-04-05,1252
1330,L100495,2022-04-05,872
1331,L103206,2022-04-05,909
1332,L101391,2022-04-05,1340
1333,L101390,2022-04-05,561
1334,L103183,2022-04-05,829
1335,L101389,2022-04-05,1002
1336,L101388,2022-04-05,1090
1337,L103249,2022-04-05,711
1338,L101387,2022-04-05,1254
1339,L100493,2022-04-05,659
1340,L100494,2022-04-05,606
1341,L101384,2022-04-05,1158
1342,L103182,2022-04-05,1031
1343,L101385,2022-04-05,1310
1344,L101386,2022-04-05,1122
1345,L103207,2022-04-05,1629
1346,L101686,2022-04-05,1247
1347,L101684,2022-04-05,727
1348,L101683,2022-04-05,666
1349,L101687,2022-04-05,1041
1350,L101688,2022-04-05,1305
1351,L101689,2022-04-05,517
1352,L101392,2022-04-05,504
1353,L101690,2022-04-05,898
1354,L101691,2022-04-05,745
1355,L103181,2022-04-05,1169
1356,L101681,2022-04-05,1156
1357,L101680,2022-04-05,1081
1358,L101692,2022-04-05,769
1359,L101693,2022-04-05,1287
1360,L101682,2022-04-05,1038
1361,L101393,2022-04-05,747
1362,L101394,2022-04-05,584
1363,L101395,2022-04-05,782
1364,L101405,2022-04-05,979
1365,L103200,2022-04-05,885
1366,L100489,2022-04-05,394
1367,L100482,2022-04-05,346
1368,L100481,2022-04-05,614
1369,L103187,2022-04-05,693
1370,L101404,2022-04-05,784
1371,L100484,2022-04-05,604
1372,L103188,2022-04-05,902
1373,L100480,2022-04-05,1360
1374,L101685,2022-04-05,1373
1375,L100497,2022-04-05,202
1376,L100498,2022-04-05,677
1377,L101158,2022-04-05,772
1378,L101412,2022-04-05,339
1379,L103189,2022-04-05,1291
1380,L103186,2022-04-05,812
1381,L101403,2022-04-05,1645
1382,L100492,2022-04-05,1565
1383,L101396,2022-04-05,1017
1384,L101397,2022-04-05,575
1385,L103205,2022-04-05,1098
1386,L101398,2022-04-05,1029
1387,L103184,2022-04-05,962
1388,L100490,2022-04-05,655
1389,L100496,2022-04-05,1489
1390,L101400,2022-04-05,669
1391,L101401,2022-04-05,1023
1392,L101402,2022-04-05,954
1393,L100483,2022-04-05,812
1394,L100491,2022-04-05,278
1395,L103185,2022-04-05,1717
1396,L101399,2022-04-05,1799
1397,L101406,2022-04-05,1006
1398,L101954,2022-04-05,950
1399,L103209,2022-04-05,256
1400,L103437,2022-04-05,1073
1401,L103436,2022-04-05,603
1402,L101964,2022-04-05,814
1403,L101088,2022-04-05,630
1404,L101965,2022-04-05,455
1405,L101966,2022-04-05,571
1406,L101967,2022-04-05,1949
1407,L101968,2022-04-05,368
1408,L103435,2022-04-05,493
1409,L101969,2022-04-05,977
1410,L102135,2022-04-05,809
1411,L103434,2022-04-05,987
1412,L102134,2022-04-05,752
1413,L102606,2022-04-05,1292
1414,L102133,2022-04-05,1581
1415,L101970,2022-04-05,1437
1416,L101971,2022-04-05,555
1417,L102136,2022-04-05,935
1418,L101963,2022-04-05,424
1419,L101962,2022-04-05,310
1420,L102137,2022-04-05,1067
1421,L101100,2022-04-05,1500
1422,L101955,2022-04-05,1603
1423,L101099,2022-04-05,950
1424,L101956,2022-04-05,1199
1425,L102334,2022-04-05,1266
1426,L101957,2022-04-05,927
1428,L103441,2022-04-05,225
1429,L102132,2022-04-05,712
1430,L101958,2022-04-05,13
1431,L101959,2022-04-05,734
1432,L103439,2022-04-05,530
1433,L101960,2022-04-05,1542
1434,L102139,2022-04-05,521
1435,L101961,2022-04-05,126
1437,L102138,2022-04-05,1160
1438,L103438,2022-04-05,999
1439,L103440,2022-04-05,728
1440,L101087,2022-04-05,890
1441,L101972,2022-04-05,1192
1442,L102130,2022-04-05,251
1443,L102794,2022-04-05,1092
1444,L102795,2022-04-05,1174
1445,L102037,2022-04-05,1055
1446,L102796,2022-04-05,530
1447,L102797,2022-04-05,887
1448,L102798,2022-04-05,1051
1449,L101090,2022-04-05,1495
1450,L101093,2022-04-05,586
1451,L102611,2022-04-05,306
1452,L102799,2022-04-05,1373
1453,L102610,2022-04-05,2070
1454,L102609,2022-04-05,388
1455,L102800,2022-04-05,1448
1456,L101091,2022-04-05,1321
1457,L101092,2022-04-05,748
1458,L100584,2022-04-05,1207
1459,L102608,2022-04-05,974
1460,L102642,2022-04-05,584
1461,L102793,2022-04-05,1208
1462,L102792,2022-04-05,1137
1463,L102791,2022-04-05,835
1464,L101973,2022-04-05,926
1465,L101974,2022-04-05,108
1466,L103433,2022-04-05,659
1467,L102129,2022-04-05,684
1468,L101098,2022-04-05,316
1469,L103432,2022-04-05,1476
1471,L101097,2022-04-05,446
1472,L102131,2022-04-05,415
1473,L101096,2022-04-05,983
1474,L102607,2022-04-05,1365
1475,L101089,2022-04-05,207
1476,L101095,2022-04-05,831
1477,L103431,2022-04-05,850
1478,L102788,2022-04-05,1033
1479,L102789,2022-04-05,630
1480,L101094,2022-04-05,1045
1481,L102790,2022-04-05,655
1482,L100574,2022-04-05,642
1483,L101101,2022-04-05,850
1484,L102002,2022-04-05,973
1485,L101953,2022-04-05,724
1486,L102601,2022-04-05,564
1487,L102321,2022-04-05,860
1488,L101104,2022-04-05,1008
1489,L102322,2022-04-05,1624
1490,L102323,2022-04-05,1403
1491,L101103,2022-04-05,285
1492,L100771,2022-04-05,1195
1493,L102632,2022-04-05,286
1494,L100772,2022-04-05,1170
1495,L102324,2022-04-05,672
1496,L100773,2022-04-05,1021
1497,L101746,2022-04-05,856
1498,L100774,2022-04-05,847
1499,L100775,2022-04-05,1721
1500,L101085,2022-04-05,955
1501,L103210,2022-04-05,950
1502,L101123,2022-04-05,1119
1503,L102320,2022-04-05,583
1504,L100777,2022-04-05,706
1505,L102600,2022-04-05,991
1506,L102318,2022-04-05,1434
1507,L102599,2022-04-05,648
1508,L102310,2022-04-05,942
1509,L102309,2022-04-05,1293
1510,L103302,2022-04-05,1023
1511,L101107,2022-04-05,1553
1512,L101726,2022-04-05,281
1514,L101084,2022-04-05,682
1515,L102311,2022-04-05,1657
1516,L102312,2022-04-05,537
1517,L101106,2022-04-05,363
1518,L102313,2022-04-05,1098
1519,L102314,2022-04-05,541
1520,L102315,2022-04-05,798
1521,L102316,2022-04-05,854
1522,L101105,2022-04-05,648
1523,L102317,2022-04-05,1732
1524,L102319,2022-04-05,436
1525,L100152,2022-04-05,707
1526,L100776,2022-04-05,288
1527,L100779,2022-04-05,405
1528,L101947,2022-04-05,528
1529,L100778,2022-04-05,242
1530,L100160,2022-04-05,1331
1532,L100784,2022-04-05,905
1533,L100785,2022-04-05,381
1534,L102605,2022-04-05,1082
1535,L101946,2022-04-05,1004
1536,L101948,2022-04-05,1033
1537,L100786,2022-04-05,110
1538,L101949,2022-04-05,370
1539,L100162,2022-04-05,1526
1540,L101950,2022-04-05,1490
1541,L100787,2022-04-05,1480
1542,L101951,2022-04-05,1033
1543,L101952,2022-04-05,1503
1544,L100161,2022-04-05,517
1545,L101945,2022-04-05,1115
1546,L100159,2022-04-05,1789
1547,L100156,2022-04-05,1333
1548,L101102,2022-04-05,517
1549,L101086,2022-04-05,271
1550,L100155,2022-04-05,281
1551,L101944,2022-04-05,1174
1552,L100157,2022-04-05,889
1553,L100781,2022-04-05,1472
1554,L100154,2022-04-05,991
1555,L102603,2022-04-05,1094
1556,L100782,2022-04-05,683
1557,L102604,2022-04-05,1456
1558,L100780,2022-04-05,515
1559,L101943,2022-04-05,1273
1560,L100783,2022-04-05,1316
1561,L100158,2022-04-05,1130
1562,L100153,2022-04-05,974
1563,L102602,2022-04-05,1463
1564,L100169,2022-04-06,829
1565,L102646,2022-04-06,1082
1566,L103214,2022-04-06,849
1567,L101119,2022-04-06,1212
1568,L100801,2022-04-06,719
1569,L102801,2022-04-06,873
1570,L102038,2022-04-06,1096
1571,L101386,2022-04-06,1365
1572,L101120,2022-04-06,1113
1573,L103303,2022-04-06,1021
1574,L101426,2022-04-06,1645
1575,L101723,2022-04-06,1076
1576,L101484,2022-04-06,1562
1577,L103189,2022-04-06,1283
1578,L103234,2022-04-07,1393
1579,L102355,2022-04-07,1454
1580,L103465,2022-04-07,1137
1581,L100479,2022-04-07,1185
1582,L100571,2022-04-07,433
1583,L101994,2022-04-07,602
1584,L100582,2022-04-07,886
1585,L103295,2022-04-07,814
1586,L101436,2022-04-07,1287
1587,L101989,2022-04-07,992
1588,L101707,2022-04-07,715
1589,L103297,2022-04-07,1293
1590,L103204,2022-04-07,957
